clean_id,evaluation_group,subset,category,filename,image_path,tested_lsb,baseline_detected_type,baseline_status,baseline_false_positive,structural_detected_type,structural_validation_status,structural_false_positive,tag_size,payload_length,tag_endian,header_hex,runtime_seconds,processing_error,error
camera_photos_014,expanded,independent,camera_photos,camera_photos_014.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_014.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8377902,little,,0.300709,0,
camera_photos_015,expanded,independent,camera_photos,camera_photos_015.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_015.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,5116502,little,,0.317902,0,
camera_photos_015,expanded,independent,camera_photos,camera_photos_015.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_015.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8633393,little,,0.353072,0,
camera_photos_015,expanded,independent,camera_photos,camera_photos_015.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_015.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,14423052,little,,0.292486,0,
camera_photos_016,expanded,independent,camera_photos,camera_photos_016.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_016.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12545311,little,,0.361571,0,
camera_photos_016,expanded,independent,camera_photos,camera_photos_016.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_016.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,9756579,little,,0.355511,0,
camera_photos_016,expanded,independent,camera_photos,camera_photos_016.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_016.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8355544,little,,0.375271,0,
camera_photos_017,expanded,independent,camera_photos,camera_photos_017.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_017.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,7826779,little,,0.359346,0,
camera_photos_017,expanded,independent,camera_photos,camera_photos_017.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_017.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,10413881,little,,0.321992,0,
camera_photos_017,expanded,independent,camera_photos,camera_photos_017.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_017.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,11493279,little,,0.345773,0,
camera_photos_018,expanded,independent,camera_photos,camera_photos_018.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_018.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,9563158,little,,0.334293,0,
camera_photos_018,expanded,independent,camera_photos,camera_photos_018.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_018.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,16520195,little,,0.300575,0,
camera_photos_018,expanded,independent,camera_photos,camera_photos_018.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_018.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,6830352,little,,0.319080,0,
camera_photos_019,expanded,independent,camera_photos,camera_photos_019.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_019.png,1,Unknown/None,no_known_signature,0,Unknown/None,no_known_signature,0,3,69632,little,00 10 41 04 10 41 04 10,0.282131,0,
camera_photos_019,expanded,independent,camera_photos,camera_photos_019.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_019.png,2,Unknown/None,no_known_signature,0,Unknown/None,no_known_signature,0,3,65536,little,00 00 01 00 00 01 00 10,0.267976,0,
camera_photos_019,expanded,independent,camera_photos,camera_photos_019.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_019.png,3,Unknown/None,no_known_signature,0,Unknown/None,no_known_signature,0,3,258,little,80 50 20 10 08 05 02 01,0.334342,0,
camera_photos_020,expanded,independent,camera_photos,camera_photos_020.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_020.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12545339,little,,0.302515,0,
camera_photos_020,expanded,independent,camera_photos,camera_photos_020.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_020.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,3960581,little,,0.340870,0,
camera_photos_020,expanded,independent,camera_photos,camera_photos_020.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_020.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12573440,little,,0.344089,0,
camera_photos_021,expanded,independent,camera_photos,camera_photos_021.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_021.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,14188198,little,,0.297444,0,
camera_photos_021,expanded,independent,camera_photos,camera_photos_021.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_021.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12566124,little,,0.336442,0,
camera_photos_021,expanded,independent,camera_photos,camera_photos_021.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_021.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,14582955,little,,0.332517,0,
camera_photos_022,expanded,independent,camera_photos,camera_photos_022.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_022.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,10780571,little,,0.368252,0,
camera_photos_022,expanded,independent,camera_photos,camera_photos_022.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_022.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,9921865,little,,0.367316,0,
camera_photos_022,expanded,independent,camera_photos,camera_photos_022.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_022.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,11096995,little,,0.349197,0,
camera_photos_023,expanded,independent,camera_photos,camera_photos_023.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_023.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,14385027,little,,0.391671,0,
camera_photos_023,expanded,independent,camera_photos,camera_photos_023.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_023.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,4138304,little,,0.297375,0,
camera_photos_023,expanded,independent,camera_photos,camera_photos_023.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_023.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8978594,little,,0.303966,0,
camera_photos_024,expanded,independent,camera_photos,camera_photos_024.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_024.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,10167508,little,,0.294121,0,
camera_photos_024,expanded,independent,camera_photos,camera_photos_024.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_024.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,432721,little,,0.319656,0,
camera_photos_024,expanded,independent,camera_photos,camera_photos_024.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_024.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,5379238,little,,0.333181,0,
camera_photos_025,expanded,independent,camera_photos,camera_photos_025.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_025.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,16675832,little,,0.322672,0,
camera_photos_025,expanded,independent,camera_photos,camera_photos_025.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_025.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,9945183,little,,0.297966,0,
camera_photos_025,expanded,independent,camera_photos,camera_photos_025.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_025.png,3,Unknown/None,no_known_signature,0,Unknown/None,no_known_signature,0,3,65061,little,44 b0 19 2c 96 4c 25 93,0.352891,0,
camera_photos_026,expanded,independent,camera_photos,camera_photos_026.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_026.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,6965627,little,,0.341974,0,
camera_photos_026,expanded,independent,camera_photos,camera_photos_026.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_026.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,3198911,little,,0.272777,0,
camera_photos_026,expanded,independent,camera_photos,camera_photos_026.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_026.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,4194015,little,,0.329475,0,
camera_photos_027,expanded,independent,camera_photos,camera_photos_027.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_027.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,426719,little,,0.384787,0,
camera_photos_027,expanded,independent,camera_photos,camera_photos_027.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_027.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12615537,little,,0.315370,0,
camera_photos_027,expanded,independent,camera_photos,camera_photos_027.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_027.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,14357036,little,,0.334888,0,
camera_photos_028,expanded,independent,camera_photos,camera_photos_028.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_028.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,11955687,little,,0.288795,0,
camera_photos_028,expanded,independent,camera_photos,camera_photos_028.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_028.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,4109662,little,,0.346100,0,
camera_photos_028,expanded,independent,camera_photos,camera_photos_028.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_028.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,15592887,little,,0.309171,0,
camera_photos_029,expanded,independent,camera_photos,camera_photos_029.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_029.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,492280,little,,0.380181,0,
camera_photos_029,expanded,independent,camera_photos,camera_photos_029.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_029.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,4221525,little,,0.317257,0,
camera_photos_029,expanded,independent,camera_photos,camera_photos_029.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_029.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,9605798,little,,0.343513,0,
camera_photos_030,expanded,independent,camera_photos,camera_photos_030.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_030.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,564967,little,,0.376704,0,
camera_photos_030,expanded,independent,camera_photos,camera_photos_030.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_030.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12820318,little,,0.317669,0,
camera_photos_030,expanded,independent,camera_photos,camera_photos_030.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_030.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8383525,little,,0.369241,0,
camera_photos_031,expanded,independent,camera_photos,camera_photos_031.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_031.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8520737,little,,0.308383,0,
camera_photos_031,expanded,independent,camera_photos,camera_photos_031.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_031.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,2630534,little,,0.323898,0,
camera_photos_031,expanded,independent,camera_photos,camera_photos_031.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_031.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,10987984,little,,0.318319,0,
camera_photos_032,expanded,independent,camera_photos,camera_photos_032.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_032.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,15627152,little,,0.339854,0,
camera_photos_032,expanded,independent,camera_photos,camera_photos_032.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_032.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,10429033,little,,0.327274,0,
camera_photos_032,expanded,independent,camera_photos,camera_photos_032.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_032.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,10621225,little,,0.307943,0,
camera_photos_033,expanded,independent,camera_photos,camera_photos_033.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_033.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,7904983,little,,0.330847,0,
camera_photos_033,expanded,independent,camera_photos,camera_photos_033.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_033.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12795899,little,,0.387084,0,
camera_photos_033,expanded,independent,camera_photos,camera_photos_033.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_033.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,14626941,little,,0.322631,0,
camera_photos_034,expanded,independent,camera_photos,camera_photos_034.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_034.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,2411382,little,,0.319827,0,
camera_photos_034,expanded,independent,camera_photos,camera_photos_034.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_034.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,14202397,little,,0.338944,0,
camera_photos_034,expanded,independent,camera_photos,camera_photos_034.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_034.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,15389829,little,,0.336332,0,
camera_photos_035,expanded,independent,camera_photos,camera_photos_035.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_035.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,955108,little,,0.298999,0,
camera_photos_035,expanded,independent,camera_photos,camera_photos_035.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_035.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12816478,little,,0.303862,0,
camera_photos_035,expanded,independent,camera_photos,camera_photos_035.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_035.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,4254757,little,,0.306995,0,
camera_photos_036,expanded,independent,camera_photos,camera_photos_036.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_036.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,11660594,little,,0.334135,0,
camera_photos_036,expanded,independent,camera_photos,camera_photos_036.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_036.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,15993901,little,,0.307315,0,
camera_photos_036,expanded,independent,camera_photos,camera_photos_036.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_036.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,1871881,little,,0.291737,0,
camera_photos_037,expanded,independent,camera_photos,camera_photos_037.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_037.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,16415346,little,,0.339814,0,
camera_photos_037,expanded,independent,camera_photos,camera_photos_037.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_037.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,1934877,little,,0.272073,0,
camera_photos_037,expanded,independent,camera_photos,camera_photos_037.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_037.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,693509,little,,0.276792,0,
camera_photos_038,expanded,independent,camera_photos,camera_photos_038.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_038.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,4231929,little,,0.299285,0,
camera_photos_038,expanded,independent,camera_photos,camera_photos_038.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_038.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,6941151,little,,0.333218,0,
camera_photos_038,expanded,independent,camera_photos,camera_photos_038.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_038.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,9567975,little,,0.369768,0,
camera_photos_039,expanded,independent,camera_photos,camera_photos_039.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_039.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,7324004,little,,0.303079,0,
camera_photos_039,expanded,independent,camera_photos,camera_photos_039.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_039.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,13643836,little,,0.322912,0,
camera_photos_039,expanded,independent,camera_photos,camera_photos_039.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_039.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,14729373,little,,0.337119,0,
camera_photos_040,expanded,independent,camera_photos,camera_photos_040.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_040.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,2392292,little,,0.344829,0,
camera_photos_040,expanded,independent,camera_photos,camera_photos_040.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_040.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,12619870,little,,0.295301,0,
camera_photos_040,expanded,independent,camera_photos,camera_photos_040.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_040.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,4254757,little,,0.301322,0,
camera_photos_041,expanded,independent,camera_photos,camera_photos_041.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_041.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,15546073,little,,0.347392,0,
camera_photos_041,expanded,independent,camera_photos,camera_photos_041.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_041.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,2614131,little,,0.358001,0,
camera_photos_041,expanded,independent,camera_photos,camera_photos_041.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_041.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8879806,little,,0.285439,0,
camera_photos_042,expanded,independent,camera_photos,camera_photos_042.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_042.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,458784,little,,0.475480,0,
camera_photos_042,expanded,independent,camera_photos,camera_photos_042.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_042.png,2,Unknown/None,no_known_signature,0,Unknown/None,no_known_signature,0,3,166574,little,08 20 97 0d 70 d7 5d 45,0.536942,0,
camera_photos_042,expanded,independent,camera_photos,camera_photos_042.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_042.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,3599579,little,,0.409093,0,
camera_photos_043,expanded,independent,camera_photos,camera_photos_043.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_043.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,16318239,little,,0.533735,0,
camera_photos_043,expanded,independent,camera_photos,camera_photos_043.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_043.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8224521,little,,0.578245,0,
camera_photos_043,expanded,independent,camera_photos,camera_photos_043.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_043.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,16734977,little,,0.414615,0,
camera_photos_044,expanded,independent,camera_photos,camera_photos_044.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_044.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,11660598,little,,0.450758,0,
camera_photos_044,expanded,independent,camera_photos,camera_photos_044.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_044.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8298151,little,,0.328643,0,
camera_photos_044,expanded,independent,camera_photos,camera_photos_044.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_044.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,8058314,little,,0.318453,0,
camera_photos_045,expanded,independent,camera_photos,camera_photos_045.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_045.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,4156761,little,,0.326713,0,
camera_photos_045,expanded,independent,camera_photos,camera_photos_045.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_045.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,1327377,little,,0.344222,0,
camera_photos_045,expanded,independent,camera_photos,camera_photos_045.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_045.png,3,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,2184070,little,,0.348501,0,
camera_photos_046,expanded,independent,camera_photos,camera_photos_046.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_046.png,1,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,16216536,little,,0.332496,0,
camera_photos_046,expanded,independent,camera_photos,camera_photos_046.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_046.png,2,Unknown/None,no_known_signature,0,Unknown/None,payload_length_exceeds_capacity,0,3,9945179,little,,0.304970,0,
camera_photos_046,expanded,independent,camera_photos,camera_photos_046.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/camera_photos/camera_photos_046.png,3,Unknown/None,no_known_signature,0,Unknown/None,no_known_signature,0,3,32293,little,44 b0 11 2c 94 4b 25 92,0.274485,0,
