subset,stego_filename,stego_path,cover_filename,cover_category,cover_variant,cover_size_label,cover_format,payload_filename,payload_type,payload_size_class,lsb,expected_type,resolved_stego_path,baseline_detected_type,baseline_status,baseline_exact_correct,structural_detected_type,structural_validation_status,structural_correct,tag_size,payload_length,tag_endian,header_hex,runtime_seconds,error
core,Low-Detail_1_M__exe_small__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__exe_small__lsb1.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P06.exe,exe,small,1,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__exe_small__lsb1.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,3,40448,little,4d 5a 90 00 03 00 00 00,0.628688,
core,Low-Detail_1_M__exe_small__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__exe_small__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P06.exe,exe,small,2,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__exe_small__lsb2.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,3,40448,little,4d 5a 90 00 03 00 00 00,0.638429,
core,Low-Detail_1_M__exe_small__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__exe_small__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P06.exe,exe,small,3,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__exe_small__lsb3.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,3,40448,little,4d 5a 90 00 03 00 00 00,0.658351,
core,Low-Detail_1_M__pdf_large__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_large__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P02.pdf,pdf,large,3,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_large__lsb3.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,1100144,little,25 50 44 46 2d 31 2e 33,0.807411,
core,Low-Detail_1_M__pdf_medium__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_medium__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P02.pdf,pdf,medium,2,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_medium__lsb2.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,510410,little,25 50 44 46 2d 31 2e 37,0.737581,
core,Low-Detail_1_M__pdf_medium__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_medium__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P02.pdf,pdf,medium,3,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_medium__lsb3.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,510410,little,25 50 44 46 2d 31 2e 37,0.810136,
core,Low-Detail_1_M__pdf_small__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_small__lsb1.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P02.pdf,pdf,small,1,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_small__lsb1.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,16620,little,25 50 44 46 2d 31 2e 37,0.618625,
core,Low-Detail_1_M__pdf_small__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_small__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P02.pdf,pdf,small,2,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_small__lsb2.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,16620,little,25 50 44 46 2d 31 2e 37,0.646873,
core,Low-Detail_1_M__pdf_small__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_small__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P02.pdf,pdf,small,3,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pdf_small__lsb3.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,16620,little,25 50 44 46 2d 31 2e 37,0.630528,
core,Low-Detail_1_M__pptx_large__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_large__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P04.pptx,pptx,large,3,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_large__lsb3.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,1082610,little,50 4b 03 04 14 00 06 00,0.787070,
core,Low-Detail_1_M__pptx_medium__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_medium__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P04.pptx,pptx,medium,2,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_medium__lsb2.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,512113,little,50 4b 03 04 14 00 06 00,0.771577,
core,Low-Detail_1_M__pptx_medium__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_medium__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P04.pptx,pptx,medium,3,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_medium__lsb3.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,512113,little,50 4b 03 04 14 00 06 00,0.753480,
core,Low-Detail_1_M__pptx_small__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_small__lsb1.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P04.pptx,pptx,small,1,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_small__lsb1.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,32020,little,50 4b 03 04 14 00 06 00,0.642767,
core,Low-Detail_1_M__pptx_small__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_small__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P04.pptx,pptx,small,2,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_small__lsb2.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,32020,little,50 4b 03 04 14 00 06 00,0.641096,
core,Low-Detail_1_M__pptx_small__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_small__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P04.pptx,pptx,small,3,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__pptx_small__lsb3.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,32020,little,50 4b 03 04 14 00 06 00,0.622701,
core,Low-Detail_1_M__rtf_large__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_large__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P05.rtf,rtf,large,3,RTF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_large__lsb3.bmp,RTF,signature_rtf,1,RTF,validated_rtf_structure,1,3,1085026,little,7b 5c 72 74 66 31 5c 61,0.862548,
core,Low-Detail_1_M__rtf_medium__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_medium__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P05.rtf,rtf,medium,2,RTF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_medium__lsb2.bmp,RTF,signature_rtf,1,RTF,validated_rtf_structure,1,3,511504,little,7b 5c 72 74 66 31 5c 61,0.767086,
core,Low-Detail_1_M__rtf_medium__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_medium__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P05.rtf,rtf,medium,3,RTF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_medium__lsb3.bmp,RTF,signature_rtf,1,RTF,validated_rtf_structure,1,3,511504,little,7b 5c 72 74 66 31 5c 61,0.717549,
core,Low-Detail_1_M__rtf_small__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_small__lsb1.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P05.rtf,rtf,small,1,RTF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_small__lsb1.bmp,RTF,signature_rtf,1,RTF,validated_rtf_structure,1,3,50275,little,7b 5c 72 74 66 31 5c 61,0.668873,
core,Low-Detail_1_M__rtf_small__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_small__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P05.rtf,rtf,small,2,RTF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_small__lsb2.bmp,RTF,signature_rtf,1,RTF,validated_rtf_structure,1,3,50275,little,7b 5c 72 74 66 31 5c 61,0.655833,
core,Low-Detail_1_M__rtf_small__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_small__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P05.rtf,rtf,small,3,RTF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__rtf_small__lsb3.bmp,RTF,signature_rtf,1,RTF,validated_rtf_structure,1,3,50275,little,7b 5c 72 74 66 31 5c 61,0.629212,
core,Low-Detail_1_M__xlsx_large__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_large__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P03.xlsx,xlsx,large,3,XLSX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_large__lsb3.bmp,ZIP,signature_pk_zip,0,XLSX,validated_ooxml_xlsx,1,3,1090468,little,50 4b 03 04 14 00 06 00,0.851786,
core,Low-Detail_1_M__xlsx_medium__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_medium__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P03.xlsx,xlsx,medium,2,XLSX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_medium__lsb2.bmp,ZIP,signature_pk_zip,0,XLSX,validated_ooxml_xlsx,1,3,511280,little,50 4b 03 04 14 00 06 00,0.757059,
core,Low-Detail_1_M__xlsx_medium__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_medium__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P03.xlsx,xlsx,medium,3,XLSX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_medium__lsb3.bmp,ZIP,signature_pk_zip,0,XLSX,validated_ooxml_xlsx,1,3,511280,little,50 4b 03 04 14 00 06 00,0.732194,
core,Low-Detail_1_M__xlsx_small__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_small__lsb1.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P03.xlsx,xlsx,small,1,XLSX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_small__lsb1.bmp,ZIP,signature_pk_zip,0,XLSX,validated_ooxml_xlsx,1,3,8899,little,50 4b 03 04 14 00 06 00,0.691206,
core,Low-Detail_1_M__xlsx_small__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_small__lsb2.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P03.xlsx,xlsx,small,2,XLSX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_small__lsb2.bmp,ZIP,signature_pk_zip,0,XLSX,validated_ooxml_xlsx,1,3,8899,little,50 4b 03 04 14 00 06 00,0.603257,
core,Low-Detail_1_M__xlsx_small__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_small__lsb3.bmp,Low-Detail_1_M.bmp,Low-Detail,1,M,bmp,P03.xlsx,xlsx,small,3,XLSX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_1_M__xlsx_small__lsb3.bmp,ZIP,signature_pk_zip,0,XLSX,validated_ooxml_xlsx,1,3,8899,little,50 4b 03 04 14 00 06 00,0.601058,
core,Low-Detail_2_L__docx_large__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_large__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P01.docx,docx,large,2,DOCX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_large__lsb2.bmp,ZIP,signature_pk_zip,0,DOCX,validated_ooxml_docx,1,3,1121154,little,50 4b 03 04 14 00 06 00,2.626304,
core,Low-Detail_2_L__docx_large__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_large__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P01.docx,docx,large,3,DOCX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_large__lsb3.bmp,ZIP,signature_pk_zip,0,DOCX,validated_ooxml_docx,1,4,1121154,little,50 4b 03 04 14 00 06 00,1.645600,
core,Low-Detail_2_L__docx_medium__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_medium__lsb1.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P01.docx,docx,medium,1,DOCX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_medium__lsb1.bmp,ZIP,signature_pk_zip,0,DOCX,validated_ooxml_docx,1,3,511127,little,50 4b 03 04 14 00 06 00,1.497747,
core,Low-Detail_2_L__docx_medium__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_medium__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P01.docx,docx,medium,2,DOCX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_medium__lsb2.bmp,ZIP,signature_pk_zip,0,DOCX,validated_ooxml_docx,1,3,511127,little,50 4b 03 04 14 00 06 00,1.580419,
core,Low-Detail_2_L__docx_medium__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_medium__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P01.docx,docx,medium,3,DOCX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_medium__lsb3.bmp,ZIP,signature_pk_zip,0,DOCX,validated_ooxml_docx,1,4,511127,little,50 4b 03 04 14 00 06 00,1.392243,
core,Low-Detail_2_L__docx_small__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_small__lsb1.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P01.docx,docx,small,1,DOCX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_small__lsb1.bmp,ZIP,signature_pk_zip,0,DOCX,validated_ooxml_docx,1,3,13432,little,50 4b 03 04 14 00 06 00,1.325023,
core,Low-Detail_2_L__docx_small__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_small__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P01.docx,docx,small,2,DOCX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_small__lsb2.bmp,ZIP,signature_pk_zip,0,DOCX,validated_ooxml_docx,1,3,13432,little,50 4b 03 04 14 00 06 00,1.338675,
core,Low-Detail_2_L__docx_small__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_small__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P01.docx,docx,small,3,DOCX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__docx_small__lsb3.bmp,ZIP,signature_pk_zip,0,DOCX,validated_ooxml_docx,1,4,13432,little,50 4b 03 04 14 00 06 00,1.341646,
core,Low-Detail_2_L__exe_large__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_large__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P06.exe,exe,large,2,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_large__lsb2.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,3,1017856,little,4d 5a 90 00 03 00 00 00,2.615467,
core,Low-Detail_2_L__exe_large__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_large__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P06.exe,exe,large,3,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_large__lsb3.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,4,1017856,little,4d 5a 90 00 03 00 00 00,1.362549,
core,Low-Detail_2_L__exe_medium__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_medium__lsb1.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P06.exe,exe,medium,1,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_medium__lsb1.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,3,505856,little,4d 5a 90 00 03 00 00 00,1.489885,
core,Low-Detail_2_L__exe_medium__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_medium__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P06.exe,exe,medium,2,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_medium__lsb2.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,3,505856,little,4d 5a 90 00 03 00 00 00,1.283373,
core,Low-Detail_2_L__exe_medium__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_medium__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P06.exe,exe,medium,3,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_medium__lsb3.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,4,505856,little,4d 5a 90 00 03 00 00 00,1.300737,
core,Low-Detail_2_L__exe_small__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_small__lsb1.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P06.exe,exe,small,1,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_small__lsb1.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,3,40448,little,4d 5a 90 00 03 00 00 00,1.161229,
core,Low-Detail_2_L__exe_small__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_small__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P06.exe,exe,small,2,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_small__lsb2.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,3,40448,little,4d 5a 90 00 03 00 00 00,1.187309,
core,Low-Detail_2_L__exe_small__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_small__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P06.exe,exe,small,3,EXE,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__exe_small__lsb3.bmp,EXE,signature_mz,1,EXE,validated_mz_pe_header,1,4,40448,little,4d 5a 90 00 03 00 00 00,1.199345,
core,Low-Detail_2_L__pdf_large__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_large__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P02.pdf,pdf,large,2,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_large__lsb2.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,1100144,little,25 50 44 46 2d 31 2e 33,1.426225,
core,Low-Detail_2_L__pdf_large__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_large__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P02.pdf,pdf,large,3,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_large__lsb3.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,4,1100144,little,25 50 44 46 2d 31 2e 33,1.611478,
core,Low-Detail_2_L__pdf_medium__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_medium__lsb1.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P02.pdf,pdf,medium,1,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_medium__lsb1.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,510410,little,25 50 44 46 2d 31 2e 37,1.772215,
core,Low-Detail_2_L__pdf_medium__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_medium__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P02.pdf,pdf,medium,2,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_medium__lsb2.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,510410,little,25 50 44 46 2d 31 2e 37,2.853238,
core,Low-Detail_2_L__pdf_medium__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_medium__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P02.pdf,pdf,medium,3,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_medium__lsb3.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,4,510410,little,25 50 44 46 2d 31 2e 37,1.298169,
core,Low-Detail_2_L__pdf_small__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_small__lsb1.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P02.pdf,pdf,small,1,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_small__lsb1.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,16620,little,25 50 44 46 2d 31 2e 37,1.183383,
core,Low-Detail_2_L__pdf_small__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_small__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P02.pdf,pdf,small,2,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_small__lsb2.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,3,16620,little,25 50 44 46 2d 31 2e 37,1.239032,
core,Low-Detail_2_L__pdf_small__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_small__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P02.pdf,pdf,small,3,PDF,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pdf_small__lsb3.bmp,PDF,signature_pdf,1,PDF,validated_pdf_startxref_eof,1,4,16620,little,25 50 44 46 2d 31 2e 37,1.255869,
core,Low-Detail_2_L__pptx_large__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pptx_large__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P04.pptx,pptx,large,2,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pptx_large__lsb2.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,1082610,little,50 4b 03 04 14 00 06 00,1.630069,
core,Low-Detail_2_L__pptx_large__lsb3.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pptx_large__lsb3.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P04.pptx,pptx,large,3,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pptx_large__lsb3.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,4,1082610,little,50 4b 03 04 14 00 06 00,1.284657,
core,Low-Detail_2_L__pptx_medium__lsb1.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pptx_medium__lsb1.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P04.pptx,pptx,medium,1,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pptx_medium__lsb1.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,512113,little,50 4b 03 04 14 00 06 00,1.255905,
core,Low-Detail_2_L__pptx_medium__lsb2.bmp,/home/kali/Desktop/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pptx_medium__lsb2.bmp,Low-Detail_2_L.bmp,Low-Detail,2,L,bmp,P04.pptx,pptx,medium,2,PPTX,/home/kali/stego_dataset_expanded/stego_core_combined/Low-Detail_2_L__pptx_medium__lsb2.bmp,ZIP,signature_pk_zip,0,PPTX,validated_ooxml_pptx,1,3,512113,little,50 4b 03 04 14 00 06 00,1.188828,
