stego_filename,subset,cover_filename,cover_category,cover_size_label,cover_format,payload_filename,payload_type,payload_size_class,lsb,expected_type,predicted_type,correct,status,runtime_seconds
Noisy_2_M__xlsx_medium__lsb2.png,core,Noisy_2_M.png,Noisy,M,png,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,0.868765
Noisy_2_M__xlsx_medium__lsb3.png,core,Noisy_2_M.png,Noisy,M,png,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,0.989905
Noisy_2_M__xlsx_small__lsb1.png,core,Noisy_2_M.png,Noisy,M,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.951784
Noisy_2_M__xlsx_small__lsb2.png,core,Noisy_2_M.png,Noisy,M,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.846258
Noisy_2_M__xlsx_small__lsb3.png,core,Noisy_2_M.png,Noisy,M,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.839686
Photographic_1_S__docx_small__lsb1.png,core,Photographic_1_S.png,Photographic,S,png,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,0.191644
Photographic_1_S__docx_small__lsb2.png,core,Photographic_1_S.png,Photographic,S,png,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,0.221405
Photographic_1_S__docx_small__lsb3.png,core,Photographic_1_S.png,Photographic,S,png,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,0.190562
Photographic_1_S__exe_small__lsb1.png,core,Photographic_1_S.png,Photographic,S,png,P06.exe,EXE,small,1,EXE,EXE,1,ok,0.207330
Photographic_1_S__exe_small__lsb2.png,core,Photographic_1_S.png,Photographic,S,png,P06.exe,EXE,small,2,EXE,EXE,1,ok,0.177101
Photographic_1_S__exe_small__lsb3.png,core,Photographic_1_S.png,Photographic,S,png,P06.exe,EXE,small,3,EXE,EXE,1,ok,0.244080
Photographic_1_S__pdf_small__lsb1.png,core,Photographic_1_S.png,Photographic,S,png,P02.pdf,PDF,small,1,PDF,PDF,1,ok,0.295949
Photographic_1_S__pdf_small__lsb2.png,core,Photographic_1_S.png,Photographic,S,png,P02.pdf,PDF,small,2,PDF,PDF,1,ok,0.217383
Photographic_1_S__pdf_small__lsb3.png,core,Photographic_1_S.png,Photographic,S,png,P02.pdf,PDF,small,3,PDF,PDF,1,ok,0.241484
Photographic_1_S__pptx_small__lsb1.png,core,Photographic_1_S.png,Photographic,S,png,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,0.235637
Photographic_1_S__pptx_small__lsb2.png,core,Photographic_1_S.png,Photographic,S,png,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,0.315783
Photographic_1_S__pptx_small__lsb3.png,core,Photographic_1_S.png,Photographic,S,png,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,0.310832
Photographic_1_S__rtf_small__lsb1.png,core,Photographic_1_S.png,Photographic,S,png,P05.rtf,RTF,small,1,RTF,RTF,1,ok,0.272218
Photographic_1_S__rtf_small__lsb2.png,core,Photographic_1_S.png,Photographic,S,png,P05.rtf,RTF,small,2,RTF,RTF,1,ok,0.271283
Photographic_1_S__rtf_small__lsb3.png,core,Photographic_1_S.png,Photographic,S,png,P05.rtf,RTF,small,3,RTF,RTF,1,ok,0.240479
Photographic_1_S__xlsx_small__lsb1.png,core,Photographic_1_S.png,Photographic,S,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.237765
Photographic_1_S__xlsx_small__lsb2.png,core,Photographic_1_S.png,Photographic,S,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.264266
Photographic_1_S__xlsx_small__lsb3.png,core,Photographic_1_S.png,Photographic,S,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.216366
Photographic_2_M__docx_large__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,0.889665
Photographic_2_M__docx_medium__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,1.088669
Photographic_2_M__docx_medium__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,1.047979
Photographic_2_M__docx_small__lsb1.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,0.893095
Photographic_2_M__docx_small__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,1.661536
Photographic_2_M__docx_small__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,1.277709
Photographic_2_M__exe_large__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,0.873334
Photographic_2_M__exe_medium__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,0.711455
Photographic_2_M__exe_medium__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,0.803116
Photographic_2_M__exe_small__lsb1.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,0.749729
Photographic_2_M__exe_small__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,0.699299
Photographic_2_M__exe_small__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,0.739520
Photographic_2_M__pdf_large__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,1.066272
Photographic_2_M__pdf_medium__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,1.113660
Photographic_2_M__pdf_medium__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,0.893090
Photographic_2_M__pdf_small__lsb1.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,0.867899
Photographic_2_M__pdf_small__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,0.878360
Photographic_2_M__pdf_small__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,0.851821
Photographic_2_M__pptx_large__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,0.937205
Photographic_2_M__pptx_medium__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,0.775578
Photographic_2_M__pptx_medium__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,0.831165
Photographic_2_M__pptx_small__lsb1.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,0.781349
Photographic_2_M__pptx_small__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,0.862141
Photographic_2_M__pptx_small__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,0.765766
Photographic_2_M__rtf_large__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P05.rtf,RTF,large,3,RTF,RTF,1,ok,0.909393
Photographic_2_M__rtf_medium__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,0.956506
Photographic_2_M__rtf_medium__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,1.021209
Photographic_2_M__rtf_small__lsb1.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P05.rtf,RTF,small,1,RTF,RTF,1,ok,1.051743
Photographic_2_M__rtf_small__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P05.rtf,RTF,small,2,RTF,RTF,1,ok,0.839072
Photographic_2_M__rtf_small__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P05.rtf,RTF,small,3,RTF,RTF,1,ok,0.711590
Photographic_2_M__xlsx_large__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,0.772020
Photographic_2_M__xlsx_medium__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,0.725013
Photographic_2_M__xlsx_medium__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,0.844829
Photographic_2_M__xlsx_small__lsb1.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.637295
Photographic_2_M__xlsx_small__lsb2.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.732819
Photographic_2_M__xlsx_small__lsb3.bmp,core,Photographic_2_M.bmp,Photographic,M,bmp,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.789602
Transparency_1_S__docx_small__lsb1.png,core,Transparency_1_S.png,Transparency,S,png,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,0.221387
Transparency_1_S__docx_small__lsb2.png,core,Transparency_1_S.png,Transparency,S,png,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,0.238294
Transparency_1_S__docx_small__lsb3.png,core,Transparency_1_S.png,Transparency,S,png,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,0.215695
Transparency_1_S__exe_small__lsb1.png,core,Transparency_1_S.png,Transparency,S,png,P06.exe,EXE,small,1,EXE,EXE,1,ok,0.195978
Transparency_1_S__exe_small__lsb2.png,core,Transparency_1_S.png,Transparency,S,png,P06.exe,EXE,small,2,EXE,EXE,1,ok,0.175135
Transparency_1_S__exe_small__lsb3.png,core,Transparency_1_S.png,Transparency,S,png,P06.exe,EXE,small,3,EXE,EXE,1,ok,0.197398
Transparency_1_S__pdf_small__lsb1.png,core,Transparency_1_S.png,Transparency,S,png,P02.pdf,PDF,small,1,PDF,PDF,1,ok,0.200976
Transparency_1_S__pdf_small__lsb2.png,core,Transparency_1_S.png,Transparency,S,png,P02.pdf,PDF,small,2,PDF,PDF,1,ok,0.202189
Transparency_1_S__pdf_small__lsb3.png,core,Transparency_1_S.png,Transparency,S,png,P02.pdf,PDF,small,3,PDF,PDF,1,ok,0.218638
Transparency_1_S__pptx_small__lsb1.png,core,Transparency_1_S.png,Transparency,S,png,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,0.206791
Transparency_1_S__pptx_small__lsb2.png,core,Transparency_1_S.png,Transparency,S,png,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,0.224677
Transparency_1_S__pptx_small__lsb3.png,core,Transparency_1_S.png,Transparency,S,png,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,0.224402
Transparency_1_S__rtf_small__lsb1.png,core,Transparency_1_S.png,Transparency,S,png,P05.rtf,RTF,small,1,RTF,RTF,1,ok,0.205467
Transparency_1_S__rtf_small__lsb2.png,core,Transparency_1_S.png,Transparency,S,png,P05.rtf,RTF,small,2,RTF,RTF,1,ok,0.289664
Transparency_1_S__rtf_small__lsb3.png,core,Transparency_1_S.png,Transparency,S,png,P05.rtf,RTF,small,3,RTF,RTF,1,ok,0.303064
Transparency_1_S__xlsx_small__lsb1.png,core,Transparency_1_S.png,Transparency,S,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.264913
Transparency_1_S__xlsx_small__lsb2.png,core,Transparency_1_S.png,Transparency,S,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.207653
Transparency_1_S__xlsx_small__lsb3.png,core,Transparency_1_S.png,Transparency,S,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.201335
Transparency_2_L__docx_large__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P01.docx,DOCX,large,2,DOCX,DOCX,1,ok,1.605170
Transparency_2_L__docx_large__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,1.480932
Transparency_2_L__docx_medium__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P01.docx,DOCX,medium,1,DOCX,DOCX,1,ok,1.507178
Transparency_2_L__docx_medium__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,1.665588
Transparency_2_L__docx_medium__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,1.968837
Transparency_2_L__docx_small__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,1.712120
Transparency_2_L__docx_small__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,1.655854
Transparency_2_L__docx_small__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,1.518428
Transparency_2_L__exe_large__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P06.exe,EXE,large,2,EXE,EXE,1,ok,1.543913
Transparency_2_L__exe_large__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P06.exe,EXE,large,3,EXE,EXE,1,ok,1.524347
Transparency_2_L__exe_medium__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P06.exe,EXE,medium,1,EXE,EXE,1,ok,1.862133
Transparency_2_L__exe_medium__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P06.exe,EXE,medium,2,EXE,EXE,1,ok,1.634009
Transparency_2_L__exe_medium__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P06.exe,EXE,medium,3,EXE,EXE,1,ok,1.775183
Transparency_2_L__exe_small__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P06.exe,EXE,small,1,EXE,EXE,1,ok,1.655391
Transparency_2_L__exe_small__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P06.exe,EXE,small,2,EXE,EXE,1,ok,1.798731
Transparency_2_L__exe_small__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P06.exe,EXE,small,3,EXE,EXE,1,ok,1.670367
Transparency_2_L__pdf_large__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P02.pdf,PDF,large,2,PDF,PDF,1,ok,1.790409
Transparency_2_L__pdf_large__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P02.pdf,PDF,large,3,PDF,PDF,1,ok,1.637888
Transparency_2_L__pdf_medium__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P02.pdf,PDF,medium,1,PDF,PDF,1,ok,1.728014
Transparency_2_L__pdf_medium__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,1.635081
Transparency_2_L__pdf_medium__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,1.755448
Transparency_2_L__pdf_small__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P02.pdf,PDF,small,1,PDF,PDF,1,ok,1.710648
Transparency_2_L__pdf_small__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P02.pdf,PDF,small,2,PDF,PDF,1,ok,1.873659
Transparency_2_L__pdf_small__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P02.pdf,PDF,small,3,PDF,PDF,1,ok,1.627525
Transparency_2_L__pptx_large__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P04.pptx,PPTX,large,2,PPTX,PPTX,1,ok,1.678093
Transparency_2_L__pptx_large__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,1.602585
Transparency_2_L__pptx_medium__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P04.pptx,PPTX,medium,1,PPTX,PPTX,1,ok,1.670533
Transparency_2_L__pptx_medium__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,1.665184
Transparency_2_L__pptx_medium__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,1.802012
Transparency_2_L__pptx_small__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,1.384512
Transparency_2_L__pptx_small__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,1.636459
Transparency_2_L__pptx_small__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,1.659106
Transparency_2_L__rtf_large__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P05.rtf,RTF,large,2,RTF,RTF,1,ok,1.683801
Transparency_2_L__rtf_large__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P05.rtf,RTF,large,3,RTF,RTF,1,ok,1.710497
Transparency_2_L__rtf_medium__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P05.rtf,RTF,medium,1,RTF,RTF,1,ok,1.788305
Transparency_2_L__rtf_medium__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,1.834966
Transparency_2_L__rtf_medium__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,3.416475
Transparency_2_L__rtf_small__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P05.rtf,RTF,small,1,RTF,RTF,1,ok,1.997321
Transparency_2_L__rtf_small__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P05.rtf,RTF,small,2,RTF,RTF,1,ok,1.847161
Transparency_2_L__rtf_small__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P05.rtf,RTF,small,3,RTF,RTF,1,ok,1.819743
Transparency_2_L__xlsx_large__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P03.xlsx,XLSX,large,2,XLSX,XLSX,1,ok,1.860792
Transparency_2_L__xlsx_large__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,1.752159
Transparency_2_L__xlsx_medium__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P03.xlsx,XLSX,medium,1,XLSX,XLSX,1,ok,1.847341
Transparency_2_L__xlsx_medium__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,1.775845
Transparency_2_L__xlsx_medium__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,1.833597
Transparency_2_L__xlsx_small__lsb1.png,core,Transparency_2_L.png,Transparency,L,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,1.802449
Transparency_2_L__xlsx_small__lsb2.png,core,Transparency_2_L.png,Transparency,L,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,1.733413
Transparency_2_L__xlsx_small__lsb3.png,core,Transparency_2_L.png,Transparency,L,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,1.712350
XL-Synthetic_10_B__docx_large__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,1,DOCX,DOCX,1,ok,13.822385
XL-Synthetic_10_B__docx_large__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,2,DOCX,DOCX,1,ok,14.191563
XL-Synthetic_10_B__docx_large__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,21.458634
XL-Synthetic_10_B__docx_medium__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,1,DOCX,DOCX,1,ok,23.257632
XL-Synthetic_10_B__docx_medium__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,13.796063
XL-Synthetic_10_B__docx_medium__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,120.603337
XL-Synthetic_10_B__docx_small__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,14.687019
XL-Synthetic_10_B__docx_small__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,15.299588
XL-Synthetic_10_B__docx_small__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,14.535494
XL-Synthetic_10_B__exe_large__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,1,EXE,EXE,1,ok,14.732288
XL-Synthetic_10_B__exe_large__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,2,EXE,EXE,1,ok,14.023454
XL-Synthetic_10_B__exe_large__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,12.111345
XL-Synthetic_10_B__exe_medium__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,1,EXE,EXE,1,ok,12.977135
XL-Synthetic_10_B__exe_medium__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,14.623121
XL-Synthetic_10_B__exe_medium__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,16.323877
XL-Synthetic_10_B__exe_small__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,13.988301
XL-Synthetic_10_B__exe_small__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,14.049820
XL-Synthetic_10_B__exe_small__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,14.445063
XL-Synthetic_10_B__pdf_large__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,1,PDF,PDF,1,ok,15.088203
XL-Synthetic_10_B__pdf_large__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,2,PDF,PDF,1,ok,12.016292
XL-Synthetic_10_B__pdf_large__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,13.821925
XL-Synthetic_10_B__pdf_medium__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,1,PDF,PDF,1,ok,13.343595
XL-Synthetic_10_B__pdf_medium__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,16.160259
XL-Synthetic_10_B__pdf_medium__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,14.149510
XL-Synthetic_10_B__pdf_small__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,15.872523
XL-Synthetic_10_B__pdf_small__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,16.225136
XL-Synthetic_10_B__pdf_small__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,14.405457
XL-Synthetic_10_B__pptx_large__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,1,PPTX,PPTX,1,ok,12.655357
XL-Synthetic_10_B__pptx_large__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,2,PPTX,PPTX,1,ok,13.344172
XL-Synthetic_10_B__pptx_large__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,16.433150
XL-Synthetic_10_B__pptx_medium__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,1,PPTX,PPTX,1,ok,14.009953
XL-Synthetic_10_B__pptx_medium__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,13.357621
XL-Synthetic_10_B__pptx_medium__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,12.613442
XL-Synthetic_10_B__pptx_small__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,12.848649
XL-Synthetic_10_B__pptx_small__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,14.526296
XL-Synthetic_10_B__pptx_small__lsb3.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,16.835372
XL-Synthetic_10_B__rtf_large__lsb1.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,1,RTF,RTF,1,ok,12.939393
XL-Synthetic_10_B__rtf_large__lsb2.bmp,extended_xl,XL-Synthetic_10_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,2,RTF,RTF,1,ok,13.141464
