stego_filename,subset,cover_filename,cover_category,cover_size_label,cover_format,payload_filename,payload_type,payload_size_class,lsb,expected_type,predicted_type,correct,status,runtime_seconds
XL-Synthetic_4_P__xlsx_medium__lsb3.png,extended_xl,XL-Synthetic_4_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,0.844962
XL-Synthetic_4_P__xlsx_small__lsb1.png,extended_xl,XL-Synthetic_4_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.917184
XL-Synthetic_4_P__xlsx_small__lsb2.png,extended_xl,XL-Synthetic_4_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.761458
XL-Synthetic_4_P__xlsx_small__lsb3.png,extended_xl,XL-Synthetic_4_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.695017
XL-Synthetic_5_B__docx_large__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,1,DOCX,DOCX,1,ok,4.192786
XL-Synthetic_5_B__docx_large__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,2,DOCX,DOCX,1,ok,4.275076
XL-Synthetic_5_B__docx_large__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,4.290311
XL-Synthetic_5_B__docx_medium__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,1,DOCX,DOCX,1,ok,4.581405
XL-Synthetic_5_B__docx_medium__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,4.238296
XL-Synthetic_5_B__docx_medium__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,4.082101
XL-Synthetic_5_B__docx_small__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,4.339557
XL-Synthetic_5_B__docx_small__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,4.178755
XL-Synthetic_5_B__docx_small__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,4.140157
XL-Synthetic_5_B__exe_large__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,1,EXE,EXE,1,ok,4.155454
XL-Synthetic_5_B__exe_large__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,2,EXE,EXE,1,ok,4.286782
XL-Synthetic_5_B__exe_large__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,4.157809
XL-Synthetic_5_B__exe_medium__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,1,EXE,EXE,1,ok,4.216839
XL-Synthetic_5_B__exe_medium__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,4.017708
XL-Synthetic_5_B__exe_medium__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,4.315503
XL-Synthetic_5_B__exe_small__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,4.465878
XL-Synthetic_5_B__exe_small__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,4.184809
XL-Synthetic_5_B__exe_small__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,4.326809
XL-Synthetic_5_B__pdf_large__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,1,PDF,PDF,1,ok,4.551051
XL-Synthetic_5_B__pdf_large__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,2,PDF,PDF,1,ok,4.261488
XL-Synthetic_5_B__pdf_large__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,4.138860
XL-Synthetic_5_B__pdf_medium__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,1,PDF,PDF,1,ok,4.334704
XL-Synthetic_5_B__pdf_medium__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,4.252338
XL-Synthetic_5_B__pdf_medium__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,3.992332
XL-Synthetic_5_B__pdf_small__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,4.109492
XL-Synthetic_5_B__pdf_small__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,4.064170
XL-Synthetic_5_B__pdf_small__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,3.995684
XL-Synthetic_5_B__pptx_large__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,1,PPTX,PPTX,1,ok,4.889150
XL-Synthetic_5_B__pptx_large__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,2,PPTX,PPTX,1,ok,4.282507
XL-Synthetic_5_B__pptx_large__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,4.979574
XL-Synthetic_5_B__pptx_medium__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,1,PPTX,PPTX,1,ok,4.175980
XL-Synthetic_5_B__pptx_medium__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,3.849440
XL-Synthetic_5_B__pptx_medium__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,3.918042
XL-Synthetic_5_B__pptx_small__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,3.825367
XL-Synthetic_5_B__pptx_small__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,4.214944
XL-Synthetic_5_B__pptx_small__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,4.808747
XL-Synthetic_5_B__rtf_large__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,1,RTF,RTF,1,ok,6.082054
XL-Synthetic_5_B__rtf_large__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,2,RTF,RTF,1,ok,4.872963
XL-Synthetic_5_B__rtf_large__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,3,RTF,RTF,1,ok,4.709125
XL-Synthetic_5_B__rtf_medium__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,1,RTF,RTF,1,ok,4.976358
XL-Synthetic_5_B__rtf_medium__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,4.358502
XL-Synthetic_5_B__rtf_medium__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,4.370451
XL-Synthetic_5_B__rtf_small__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,1,RTF,RTF,1,ok,5.179730
XL-Synthetic_5_B__rtf_small__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,2,RTF,RTF,1,ok,4.432513
XL-Synthetic_5_B__rtf_small__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,3,RTF,RTF,1,ok,4.281291
XL-Synthetic_5_B__xlsx_large__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,large,1,XLSX,XLSX,1,ok,3.995582
XL-Synthetic_5_B__xlsx_large__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,large,2,XLSX,XLSX,1,ok,4.291242
XL-Synthetic_5_B__xlsx_large__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,4.279871
XL-Synthetic_5_B__xlsx_medium__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,medium,1,XLSX,XLSX,1,ok,4.499591
XL-Synthetic_5_B__xlsx_medium__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,4.000767
XL-Synthetic_5_B__xlsx_medium__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,4.211806
XL-Synthetic_5_B__xlsx_small__lsb1.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,4.201874
XL-Synthetic_5_B__xlsx_small__lsb2.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,4.416376
XL-Synthetic_5_B__xlsx_small__lsb3.bmp,extended_xl,XL-Synthetic_5_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,4.269464
XL-Synthetic_5_P__docx_large__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,0.594910
XL-Synthetic_5_P__docx_medium__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,0.612908
XL-Synthetic_5_P__docx_medium__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,0.580150
XL-Synthetic_5_P__docx_small__lsb1.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,0.659155
XL-Synthetic_5_P__docx_small__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,0.593998
XL-Synthetic_5_P__docx_small__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,0.595178
XL-Synthetic_5_P__exe_large__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P06.exe,EXE,large,3,EXE,EXE,1,ok,0.687077
XL-Synthetic_5_P__exe_medium__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P06.exe,EXE,medium,2,EXE,EXE,1,ok,0.649458
XL-Synthetic_5_P__exe_medium__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P06.exe,EXE,medium,3,EXE,EXE,1,ok,0.671154
XL-Synthetic_5_P__exe_small__lsb1.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P06.exe,EXE,small,1,EXE,EXE,1,ok,0.695404
XL-Synthetic_5_P__exe_small__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P06.exe,EXE,small,2,EXE,EXE,1,ok,0.691698
XL-Synthetic_5_P__exe_small__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P06.exe,EXE,small,3,EXE,EXE,1,ok,0.565666
XL-Synthetic_5_P__pdf_large__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P02.pdf,PDF,large,3,PDF,PDF,1,ok,0.780482
XL-Synthetic_5_P__pdf_medium__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,0.820300
XL-Synthetic_5_P__pdf_medium__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,0.843731
XL-Synthetic_5_P__pdf_small__lsb1.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,1,PDF,PDF,1,ok,0.844060
XL-Synthetic_5_P__pdf_small__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,2,PDF,PDF,1,ok,0.630944
XL-Synthetic_5_P__pdf_small__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P02.pdf,PDF,small,3,PDF,PDF,1,ok,0.655453
XL-Synthetic_5_P__pptx_large__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,0.578288
XL-Synthetic_5_P__pptx_medium__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,0.589763
XL-Synthetic_5_P__pptx_medium__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,0.651379
XL-Synthetic_5_P__pptx_small__lsb1.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,0.698040
XL-Synthetic_5_P__pptx_small__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,0.684397
XL-Synthetic_5_P__pptx_small__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,0.737040
XL-Synthetic_5_P__rtf_large__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P05.rtf,RTF,large,3,RTF,RTF,1,ok,0.674281
XL-Synthetic_5_P__rtf_medium__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,0.641572
XL-Synthetic_5_P__rtf_medium__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,0.609127
XL-Synthetic_5_P__rtf_small__lsb1.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,1,RTF,RTF,1,ok,0.680242
XL-Synthetic_5_P__rtf_small__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,2,RTF,RTF,1,ok,0.647189
XL-Synthetic_5_P__rtf_small__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P05.rtf,RTF,small,3,RTF,RTF,1,ok,1.032863
XL-Synthetic_5_P__xlsx_large__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,large,3,XLSX,XLSX,1,ok,1.242468
XL-Synthetic_5_P__xlsx_medium__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,medium,2,XLSX,XLSX,1,ok,0.796848
XL-Synthetic_5_P__xlsx_medium__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,medium,3,XLSX,XLSX,1,ok,0.640484
XL-Synthetic_5_P__xlsx_small__lsb1.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,1,XLSX,XLSX,1,ok,0.681416
XL-Synthetic_5_P__xlsx_small__lsb2.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,2,XLSX,XLSX,1,ok,0.583402
XL-Synthetic_5_P__xlsx_small__lsb3.png,extended_xl,XL-Synthetic_5_P.png,XL-Synthetic,P,png,P03.xlsx,XLSX,small,3,XLSX,XLSX,1,ok,0.605372
XL-Synthetic_6_B__docx_large__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,1,DOCX,DOCX,1,ok,4.091028
XL-Synthetic_6_B__docx_large__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,2,DOCX,DOCX,1,ok,4.484058
XL-Synthetic_6_B__docx_large__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,large,3,DOCX,DOCX,1,ok,4.747924
XL-Synthetic_6_B__docx_medium__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,1,DOCX,DOCX,1,ok,4.265227
XL-Synthetic_6_B__docx_medium__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,2,DOCX,DOCX,1,ok,4.256755
XL-Synthetic_6_B__docx_medium__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,medium,3,DOCX,DOCX,1,ok,4.395232
XL-Synthetic_6_B__docx_small__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,1,DOCX,DOCX,1,ok,4.525761
XL-Synthetic_6_B__docx_small__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,2,DOCX,DOCX,1,ok,4.454702
XL-Synthetic_6_B__docx_small__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P01.docx,DOCX,small,3,DOCX,DOCX,1,ok,4.286183
XL-Synthetic_6_B__exe_large__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,1,EXE,EXE,1,ok,4.672391
XL-Synthetic_6_B__exe_large__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,2,EXE,EXE,1,ok,4.912859
XL-Synthetic_6_B__exe_large__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,large,3,EXE,EXE,1,ok,4.339373
XL-Synthetic_6_B__exe_medium__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,1,EXE,EXE,1,ok,5.484680
XL-Synthetic_6_B__exe_medium__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,2,EXE,EXE,1,ok,6.922896
XL-Synthetic_6_B__exe_medium__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,medium,3,EXE,EXE,1,ok,4.596114
XL-Synthetic_6_B__exe_small__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,1,EXE,EXE,1,ok,4.555773
XL-Synthetic_6_B__exe_small__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,2,EXE,EXE,1,ok,4.541935
XL-Synthetic_6_B__exe_small__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P06.exe,EXE,small,3,EXE,EXE,1,ok,4.483520
XL-Synthetic_6_B__pdf_large__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,1,PDF,PDF,1,ok,4.264259
XL-Synthetic_6_B__pdf_large__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,2,PDF,PDF,1,ok,4.464607
XL-Synthetic_6_B__pdf_large__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,large,3,PDF,PDF,1,ok,4.328496
XL-Synthetic_6_B__pdf_medium__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,1,PDF,PDF,1,ok,4.302333
XL-Synthetic_6_B__pdf_medium__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,2,PDF,PDF,1,ok,5.193745
XL-Synthetic_6_B__pdf_medium__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,medium,3,PDF,PDF,1,ok,4.499690
XL-Synthetic_6_B__pdf_small__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,1,PDF,PDF,1,ok,4.533314
XL-Synthetic_6_B__pdf_small__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,2,PDF,PDF,1,ok,4.379221
XL-Synthetic_6_B__pdf_small__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P02.pdf,PDF,small,3,PDF,PDF,1,ok,4.340587
XL-Synthetic_6_B__pptx_large__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,1,PPTX,PPTX,1,ok,4.338429
XL-Synthetic_6_B__pptx_large__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,2,PPTX,PPTX,1,ok,4.322761
XL-Synthetic_6_B__pptx_large__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,large,3,PPTX,PPTX,1,ok,4.438348
XL-Synthetic_6_B__pptx_medium__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,1,PPTX,PPTX,1,ok,5.006035
XL-Synthetic_6_B__pptx_medium__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,2,PPTX,PPTX,1,ok,4.564663
XL-Synthetic_6_B__pptx_medium__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,medium,3,PPTX,PPTX,1,ok,4.340438
XL-Synthetic_6_B__pptx_small__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,1,PPTX,PPTX,1,ok,5.249740
XL-Synthetic_6_B__pptx_small__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,2,PPTX,PPTX,1,ok,4.320888
XL-Synthetic_6_B__pptx_small__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P04.pptx,PPTX,small,3,PPTX,PPTX,1,ok,5.338754
XL-Synthetic_6_B__rtf_large__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,1,RTF,RTF,1,ok,4.510313
XL-Synthetic_6_B__rtf_large__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,2,RTF,RTF,1,ok,4.614545
XL-Synthetic_6_B__rtf_large__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,large,3,RTF,RTF,1,ok,4.715252
XL-Synthetic_6_B__rtf_medium__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,1,RTF,RTF,1,ok,5.282491
XL-Synthetic_6_B__rtf_medium__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,2,RTF,RTF,1,ok,4.515334
XL-Synthetic_6_B__rtf_medium__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,medium,3,RTF,RTF,1,ok,4.943479
XL-Synthetic_6_B__rtf_small__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,1,RTF,RTF,1,ok,4.159192
XL-Synthetic_6_B__rtf_small__lsb2.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,2,RTF,RTF,1,ok,4.392825
XL-Synthetic_6_B__rtf_small__lsb3.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P05.rtf,RTF,small,3,RTF,RTF,1,ok,4.533560
XL-Synthetic_6_B__xlsx_large__lsb1.bmp,extended_xl,XL-Synthetic_6_B.bmp,XL-Synthetic,B,bmp,P03.xlsx,XLSX,large,1,XLSX,XLSX,1,ok,4.621907
